main_to_int,n_substrates,n_extra_vars,iteration,mtry,nrounds,max_depth,k
0.1,30,50,25,53,10,4,13
0.1,30,0,26,3,20,6,7
0.1,30,1,26,4,20,4,5
0.1,30,3,26,6,20,4,7
0.1,30,5,26,8,20,6,11
0.1,30,10,26,13,20,4,9
0.1,30,20,26,23,20,4,13
0.1,30,30,26,25,20,6,13
0.1,30,40,26,43,20,4,13
0.1,30,50,26,40,20,4,13
0.1,30,0,27,3,20,4,5
0.1,30,1,27,4,20,6,5
0.1,30,3,27,5,20,4,5
0.1,30,5,27,8,20,4,5
0.1,30,10,27,13,20,4,5
0.1,30,20,27,23,20,4,13
0.1,30,30,27,25,20,4,13
0.1,30,40,27,32,20,4,13
0.1,30,50,27,53,10,6,13
0.1,30,0,28,3,20,6,5
0.1,30,1,28,4,20,4,5
0.1,30,3,28,6,20,6,5
0.1,30,5,28,8,20,4,9
0.1,30,10,28,13,20,4,13
0.1,30,20,28,17,10,6,13
0.1,30,30,28,33,20,4,13
0.1,30,40,28,43,20,4,13
0.1,30,50,28,40,20,6,13
0.1,30,0,29,3,20,6,7
0.1,30,1,29,4,20,6,5
0.1,30,3,29,6,20,4,7
0.1,30,5,29,6,20,4,5
0.1,30,10,29,13,20,6,5
0.1,30,20,29,23,20,6,13
0.1,30,30,29,33,20,4,13
0.1,30,40,29,43,20,4,13
0.1,30,50,29,53,20,4,11
0.1,30,0,30,3,20,6,5
0.1,30,1,30,4,20,4,5
0.1,30,3,30,6,20,4,5
0.1,30,5,30,8,20,4,9
0.1,30,10,30,13,20,4,7
0.1,30,20,30,17,20,6,9
0.1,30,30,30,33,20,4,13
0.1,30,40,30,43,10,6,13
0.1,30,50,30,53,20,4,13
0.1,40,0,1,3,20,6,5
0.1,40,1,1,4,20,6,5
0.1,40,3,1,6,20,6,9
0.1,40,5,1,8,20,6,13
0.1,40,10,1,13,20,4,9
0.1,40,20,1,23,20,4,13
0.1,40,30,1,25,20,4,13
0.1,40,40,1,43,20,4,13
0.1,40,50,1,40,20,6,13
0.1,40,0,2,3,20,6,5
0.1,40,1,2,4,20,4,5
0.1,40,3,2,6,20,4,7
0.1,40,5,2,8,20,4,7
0.1,40,10,2,13,20,4,11
0.1,40,20,2,23,30,4,13
0.1,40,30,2,33,30,4,13
0.1,40,40,2,32,30,4,13
0.1,40,50,2,40,30,4,13
0.1,40,0,3,3,20,4,5
0.1,40,1,3,4,10,6,5
0.1,40,3,3,6,20,4,7
0.1,40,5,3,8,20,6,5
0.1,40,10,3,10,20,4,11
0.1,40,20,3,23,10,6,13
0.1,40,30,3,33,20,4,13
0.1,40,40,3,43,20,4,13
0.1,40,50,3,53,20,4,13
0.1,40,0,4,3,20,6,5
0.1,40,1,4,4,20,6,5
0.1,40,3,4,5,20,6,7
0.1,40,5,4,6,20,6,5
0.1,40,10,4,13,30,4,11
0.1,40,20,4,23,20,4,13
0.1,40,30,4,33,30,4,13
0.1,40,40,4,43,20,4,13
0.1,40,50,4,40,20,4,11
0.1,40,0,5,3,20,6,5
0.1,40,1,5,4,20,6,5
0.1,40,3,5,6,20,6,7
0.1,40,5,5,8,20,6,5
0.1,40,10,5,10,20,6,11
0.1,40,20,5,23,20,4,13
0.1,40,30,5,33,20,4,13
0.1,40,40,5,43,30,4,13
0.1,40,50,5,53,10,6,13
0.1,40,0,6,3,20,6,5
0.1,40,1,6,4,20,6,7
0.1,40,3,6,6,20,4,5
0.1,40,5,6,8,20,6,7
0.1,40,10,6,13,20,4,7
0.1,40,20,6,23,20,6,13
0.1,40,30,6,33,20,4,13
0.1,40,40,6,43,20,4,9
0.1,40,50,6,40,20,4,13
0.1,40,0,7,3,30,6,5
0.1,40,1,7,4,20,6,7
0.1,40,3,7,6,20,6,7
0.1,40,5,7,8,20,4,7
0.1,40,10,7,13,20,6,7
0.1,40,20,7,23,20,4,13
0.1,40,30,7,33,20,4,13
0.1,40,40,7,43,20,6,13
0.1,40,50,7,53,20,4,13
0.1,40,0,8,3,20,4,7
0.1,40,1,8,4,20,6,5
0.1,40,3,8,6,20,6,7
0.1,40,5,8,8,20,6,5
0.1,40,10,8,13,20,6,5
0.1,40,20,8,23,20,6,13
0.1,40,30,8,33,30,4,13
0.1,40,40,8,32,10,6,13
0.1,40,50,8,53,20,4,13
0.1,40,0,9,3,20,6,5
0.1,40,1,9,4,20,4,5
0.1,40,3,9,6,20,4,7
0.1,40,5,9,8,30,4,11
0.1,40,10,9,13,30,4,9
0.1,40,20,9,23,30,4,9
0.1,40,30,9,33,20,4,13
0.1,40,40,9,43,20,4,13
0.1,40,50,9,40,20,6,13
0.1,40,0,10,3,20,6,5
0.1,40,1,10,4,20,4,5
0.1,40,3,10,5,20,4,5
0.1,40,5,10,8,20,4,7
0.1,40,10,10,10,20,4,11
0.1,40,20,10,23,20,4,13
0.1,40,30,10,33,20,4,13
0.1,40,40,10,43,20,4,13
0.1,40,50,10,53,20,6,13
0.1,40,0,11,3,20,4,5
0.1,40,1,11,4,20,4,5
0.1,40,3,11,6,20,4,5
0.1,40,5,11,8,20,4,7
0.1,40,10,11,13,20,4,9
0.1,40,20,11,23,20,6,13
0.1,40,30,11,33,20,4,13
0.1,40,40,11,43,20,4,13
0.1,40,50,11,53,10,6,13
0.1,40,0,12,3,20,4,5
0.1,40,1,12,4,20,4,5
0.1,40,3,12,5,20,4,7
0.1,40,5,12,8,20,4,11
0.1,40,10,12,13,10,4,13
0.1,40,20,12,23,20,4,13
0.1,40,30,12,33,20,4,13
0.1,40,40,12,43,20,4,13
0.1,40,50,12,53,10,4,13
0.1,40,0,13,3,20,6,5
0.1,40,1,13,4,20,6,5
0.1,40,3,13,6,10,6,5
0.1,40,5,13,8,20,4,7
0.1,40,10,13,13,20,6,11
0.1,40,20,13,23,20,4,11
0.1,40,30,13,33,20,4,13
0.1,40,40,13,43,20,4,13
0.1,40,50,13,53,10,6,13
0.1,40,0,14,3,20,6,5
0.1,40,1,14,4,20,6,7
0.1,40,3,14,6,20,6,5
0.1,40,5,14,8,10,6,5
0.1,40,10,14,13,30,4,7
0.1,40,20,14,23,20,4,13
0.1,40,30,14,33,20,4,13
0.1,40,40,14,43,20,4,13
0.1,40,50,14,53,20,4,13
0.1,40,0,15,3,20,4,5
0.1,40,1,15,4,20,4,7
0.1,40,3,15,6,20,4,5
0.1,40,5,15,8,20,4,5
0.1,40,10,15,13,10,6,11
0.1,40,20,15,23,20,4,13
0.1,40,30,15,33,20,4,13
0.1,40,40,15,43,20,4,13
0.1,40,50,15,53,20,4,13
0.1,40,0,16,3,30,6,5
0.1,40,1,16,4,20,4,5
0.1,40,3,16,5,20,6,5
0.1,40,5,16,8,20,4,7
0.1,40,10,16,13,20,4,5
0.1,40,20,16,23,20,4,13
0.1,40,30,16,33,20,4,13
0.1,40,40,16,43,20,4,13
0.1,40,50,16,40,20,4,13
0.1,40,0,17,3,20,4,5
0.1,40,1,17,4,20,6,5
0.1,40,3,17,6,20,4,7
0.1,40,5,17,8,20,6,9
0.1,40,10,17,13,20,6,13
0.1,40,20,17,23,20,6,13
0.1,40,30,17,33,20,4,13
0.1,40,40,17,43,20,4,13
0.1,40,50,17,53,20,4,13
0.1,40,0,18,3,20,6,5
0.1,40,1,18,4,20,4,5
0.1,40,3,18,6,20,6,9
0.1,40,5,18,8,20,6,5
0.1,40,10,18,10,20,6,13
0.1,40,20,18,23,30,4,13
0.1,40,30,18,25,20,4,13
0.1,40,40,18,43,20,4,13
0.1,40,50,18,53,20,4,13
0.1,40,0,19,3,20,6,5
0.1,40,1,19,4,20,6,5
0.1,40,3,19,5,20,6,9
0.1,40,5,19,8,20,6,13
0.1,40,10,19,10,20,6,13
0.1,40,20,19,17,20,4,13
0.1,40,30,19,33,20,4,13
0.1,40,40,19,22,20,4,13
0.1,40,50,19,40,20,4,13
0.1,40,0,20,3,20,6,5
0.1,40,1,20,4,20,6,5
0.1,40,3,20,5,30,4,5
0.1,40,5,20,8,20,6,9
0.1,40,10,20,13,20,4,9
0.1,40,20,20,23,20,6,13
0.1,40,30,20,33,20,4,13
0.1,40,40,20,43,30,4,13
0.1,40,50,20,53,20,4,13
0.1,40,0,21,3,20,4,5
0.1,40,1,21,4,20,4,7
0.1,40,3,21,6,10,6,7
0.1,40,5,21,8,20,4,5
0.1,40,10,21,13,10,6,7
0.1,40,20,21,23,20,4,13
0.1,40,30,21,33,20,6,13
0.1,40,40,21,43,20,4,13
0.1,40,50,21,53,10,6,13
0.1,40,0,22,3,20,4,5
0.1,40,1,22,4,20,4,5
0.1,40,3,22,6,20,4,5
0.1,40,5,22,8,20,4,9
0.1,40,10,22,13,20,4,11
0.1,40,20,22,23,20,6,13
0.1,40,30,22,25,20,4,11
0.1,40,40,22,32,20,4,9
0.1,40,50,22,40,20,4,13
0.1,40,0,23,3,20,6,5
0.1,40,1,23,4,20,6,5
0.1,40,3,23,6,20,4,5
0.1,40,5,23,8,20,6,5
0.1,40,10,23,13,20,6,5
0.1,40,20,23,23,20,6,13
0.1,40,30,23,25,20,4,13
0.1,40,40,23,32,20,4,13
0.1,40,50,23,53,20,4,13
0.1,40,0,24,3,20,4,5
0.1,40,1,24,4,20,6,5
0.1,40,3,24,6,20,6,7
0.1,40,5,24,8,20,6,7
0.1,40,10,24,13,20,6,9
0.1,40,20,24,23,20,4,13
0.1,40,30,24,33,20,4,11
0.1,40,40,24,43,20,4,13
0.1,40,50,24,40,20,6,13
0.1,40,0,25,3,20,6,5
0.1,40,1,25,4,20,6,5
0.1,40,3,25,6,20,4,5
0.1,40,5,25,6,30,4,7
0.1,40,10,25,13,30,4,11
0.1,40,20,25,23,20,4,13
0.1,40,30,25,25,20,4,13
0.1,40,40,25,43,20,4,13
0.1,40,50,25,53,30,4,13
0.1,40,0,26,3,20,6,5
0.1,40,1,26,4,20,4,5
0.1,40,3,26,6,20,6,7
0.1,40,5,26,8,20,6,5
0.1,40,10,26,13,20,4,7
0.1,40,20,26,17,30,4,13
0.1,40,30,26,33,20,4,13
0.1,40,40,26,43,30,4,11
0.1,40,50,26,40,20,4,13
0.1,40,0,27,3,20,6,5
0.1,40,1,27,4,20,6,5
0.1,40,3,27,5,20,4,11
0.1,40,5,27,8,20,4,13
0.1,40,10,27,10,30,4,13
0.1,40,20,27,23,20,4,13
0.1,40,30,27,33,20,4,13
0.1,40,40,27,43,20,4,13
0.1,40,50,27,53,20,4,13
0.1,40,0,28,3,20,6,5
0.1,40,1,28,4,20,6,5
0.1,40,3,28,5,30,4,5
0.1,40,5,28,8,20,6,9
0.1,40,10,28,13,30,4,13
0.1,40,20,28,17,20,6,13
0.1,40,30,28,33,30,4,13
0.1,40,40,28,43,20,4,13
0.1,40,50,28,53,20,4,13
0.1,40,0,29,3,20,4,5
0.1,40,1,29,4,20,6,5
0.1,40,3,29,6,20,6,7
0.1,40,5,29,6,20,4,9
0.1,40,10,29,13,20,6,11
0.1,40,20,29,17,30,4,13
0.1,40,30,29,33,20,4,13
0.1,40,40,29,43,20,6,13
0.1,40,50,29,40,30,4,13
0.1,40,0,30,3,20,6,5
0.1,40,1,30,4,20,6,5
0.1,40,3,30,6,20,4,5
0.1,40,5,30,8,30,4,5
0.1,40,10,30,13,20,4,11
0.1,40,20,30,17,20,4,13
0.1,40,30,30,33,10,6,13
0.1,40,40,30,43,20,6,13
0.1,40,50,30,53,20,4,13
0.1,50,0,1,3,20,6,5
0.1,50,1,1,4,20,4,7
0.1,50,3,1,6,20,6,7
0.1,50,5,1,8,20,6,7
0.1,50,10,1,13,20,6,5
0.1,50,20,1,23,20,6,13
0.1,50,30,1,33,20,6,9
0.1,50,40,1,43,20,4,13
0.1,50,50,1,53,20,4,13
0.1,50,0,2,3,30,6,5
0.1,50,1,2,4,20,6,5
0.1,50,3,2,5,20,4,5
0.1,50,5,2,8,20,6,9
0.1,50,10,2,13,20,6,9
0.1,50,20,2,23,30,4,13
0.1,50,30,2,33,20,6,13
0.1,50,40,2,43,20,4,13
0.1,50,50,2,53,20,4,13
0.1,50,0,3,3,20,6,5
0.1,50,1,3,4,20,6,5
0.1,50,3,3,6,20,4,7
0.1,50,5,3,8,30,4,7
0.1,50,10,3,13,30,4,5
0.1,50,20,3,23,20,6,13
0.1,50,30,3,33,30,4,13
0.1,50,40,3,43,20,4,13
0.1,50,50,3,40,20,6,13
0.1,50,0,4,3,20,6,5
0.1,50,1,4,4,20,6,5
0.1,50,3,4,6,20,4,5
0.1,50,5,4,8,20,4,7
0.1,50,10,4,13,20,4,11
0.1,50,20,4,23,30,4,13
0.1,50,30,4,33,30,4,13
0.1,50,40,4,43,20,6,13
0.1,50,50,4,53,20,6,13
0.1,50,0,5,3,30,6,5
0.1,50,1,5,4,20,4,5
0.1,50,3,5,6,20,4,5
0.1,50,5,5,8,20,4,5
0.1,50,10,5,13,20,4,11
0.1,50,20,5,23,30,4,13
0.1,50,30,5,33,20,4,13
0.1,50,40,5,43,20,4,13
0.1,50,50,5,53,20,6,13
0.1,50,0,6,3,20,6,5
0.1,50,1,6,4,20,6,5
0.1,50,3,6,6,20,6,5
0.1,50,5,6,8,20,4,7
0.1,50,10,6,10,30,4,9
0.1,50,20,6,23,20,4,13
0.1,50,30,6,33,20,6,13
0.1,50,40,6,43,20,4,13
0.1,50,50,6,53,20,4,13
0.1,50,0,7,3,20,6,5
0.1,50,1,7,4,20,6,7
0.1,50,3,7,6,20,6,5
0.1,50,5,7,8,20,6,7
0.1,50,10,7,13,20,4,7
0.1,50,20,7,23,20,4,11
0.1,50,30,7,33,20,4,13
0.1,50,40,7,32,20,6,13
0.1,50,50,7,53,20,4,13
0.1,50,0,8,3,20,6,5
0.1,50,1,8,4,20,6,5
0.1,50,3,8,6,30,4,5
0.1,50,5,8,8,20,6,7
0.1,50,10,8,13,20,4,7
0.1,50,20,8,23,20,6,13
0.1,50,30,8,33,30,4,13
0.1,50,40,8,43,30,4,13
0.1,50,50,8,53,20,6,13
0.1,50,0,9,3,20,6,5
0.1,50,1,9,4,20,6,5
0.1,50,3,9,6,20,6,5
0.1,50,5,9,8,20,6,7
0.1,50,10,9,13,30,4,9
0.1,50,20,9,23,20,6,13
0.1,50,30,9,33,20,4,13
0.1,50,40,9,43,20,4,13
0.1,50,50,9,53,30,4,13
0.1,50,0,10,3,20,6,5
0.1,50,1,10,4,20,6,5
0.1,50,3,10,6,20,6,5
0.1,50,5,10,8,20,6,7
0.1,50,10,10,13,20,6,13
0.1,50,20,10,23,20,4,13
0.1,50,30,10,25,20,4,13
0.1,50,40,10,43,30,4,13
0.1,50,50,10,40,30,4,13
0.1,50,0,11,3,20,6,5
0.1,50,1,11,4,20,4,5
0.1,50,3,11,6,20,6,5
0.1,50,5,11,8,20,4,7
0.1,50,10,11,13,20,4,5
0.1,50,20,11,23,20,4,13
0.1,50,30,11,33,20,4,13
0.1,50,40,11,43,20,4,13
0.1,50,50,11,40,20,6,13
0.1,50,0,12,3,20,4,5
0.1,50,1,12,4,20,6,5
0.1,50,3,12,5,20,4,7
0.1,50,5,12,8,20,6,7
0.1,50,10,12,13,20,4,9
0.1,50,20,12,23,20,4,13
0.1,50,30,12,33,20,6,13
0.1,50,40,12,43,20,4,13
0.1,50,50,12,40,20,4,13
0.1,50,0,13,3,30,6,5
0.1,50,1,13,4,20,6,5
0.1,50,3,13,5,30,4,7
0.1,50,5,13,8,20,6,7
0.1,50,10,13,13,30,4,13
0.1,50,20,13,23,20,4,13
0.1,50,30,13,33,20,4,13
0.1,50,40,13,43,20,6,13
0.1,50,50,13,53,20,4,13
0.1,50,0,14,3,20,4,5
0.1,50,1,14,4,20,4,5
0.1,50,3,14,6,20,4,5
0.1,50,5,14,8,30,4,7
0.1,50,10,14,13,10,6,5
0.1,50,20,14,23,20,4,13
0.1,50,30,14,33,30,4,13
0.1,50,40,14,43,30,4,13
0.1,50,50,14,53,20,4,13
0.1,50,0,15,3,20,6,5
0.1,50,1,15,4,20,4,5
0.1,50,3,15,5,20,6,7
0.1,50,5,15,8,30,4,7
0.1,50,10,15,13,20,4,5
0.1,50,20,15,23,20,6,13
0.1,50,30,15,33,30,4,13
0.1,50,40,15,32,30,4,13
0.1,50,50,15,53,20,6,13
0.1,50,0,16,3,20,4,5
0.1,50,1,16,4,20,6,7
0.1,50,3,16,6,20,4,5
0.1,50,5,16,8,30,4,7
0.1,50,10,16,13,20,4,13
0.1,50,20,16,23,20,4,13
0.1,50,30,16,33,10,6,13
0.1,50,40,16,43,20,6,13
0.1,50,50,16,53,10,6,13
0.1,50,0,17,3,30,6,5
0.1,50,1,17,4,30,6,5
0.1,50,3,17,6,30,4,5
0.1,50,5,17,8,20,6,5
0.1,50,10,17,13,20,6,11
0.1,50,20,17,23,20,4,9
0.1,50,30,17,33,20,6,13
0.1,50,40,17,43,20,6,13
0.1,50,50,17,53,30,4,13
0.1,50,0,18,3,30,6,5
0.1,50,1,18,4,20,6,5
0.1,50,3,18,6,30,4,7
0.1,50,5,18,8,20,6,7
0.1,50,10,18,13,20,6,7
0.1,50,20,18,23,30,4,13
0.1,50,30,18,33,20,4,13
0.1,50,40,18,43,20,6,13
0.1,50,50,18,53,20,6,13
0.1,50,0,19,3,20,4,5
0.1,50,1,19,4,30,6,5
0.1,50,3,19,6,30,4,5
0.1,50,5,19,8,20,4,5
0.1,50,10,19,13,20,6,13
0.1,50,20,19,23,30,4,13
0.1,50,30,19,33,20,4,13
0.1,50,40,19,43,20,6,13
0.1,50,50,19,53,20,4,13
0.1,50,0,20,3,20,6,5
0.1,50,1,20,4,20,6,5
0.1,50,3,20,6,20,4,5
0.1,50,5,20,8,20,4,7
0.1,50,10,20,13,20,4,11
0.1,50,20,20,23,20,4,13
0.1,50,30,20,33,20,6,13
0.1,50,40,20,43,20,4,13
0.1,50,50,20,53,20,4,13
0.1,50,0,21,3,20,4,5
0.1,50,1,21,4,20,4,7
0.1,50,3,21,6,20,6,5
0.1,50,5,21,8,20,6,7
0.1,50,10,21,13,20,4,13
0.1,50,20,21,23,20,6,13
0.1,50,30,21,33,20,4,13
0.1,50,40,21,43,20,6,13
0.1,50,50,21,53,30,4,13
0.1,50,0,22,3,20,6,5
0.1,50,1,22,4,20,6,5
0.1,50,3,22,6,20,6,5
0.1,50,5,22,8,20,4,5
0.1,50,10,22,13,20,6,5
0.1,50,20,22,23,20,4,13
0.1,50,30,22,33,20,6,13
0.1,50,40,22,43,20,4,13
0.1,50,50,22,53,20,4,13
0.1,50,0,23,3,20,6,5
0.1,50,1,23,4,20,6,5
0.1,50,3,23,6,20,4,5
0.1,50,5,23,8,30,4,5
0.1,50,10,23,13,20,6,11
0.1,50,20,23,23,20,4,13
0.1,50,30,23,33,30,4,13
0.1,50,40,23,43,20,4,13
0.1,50,50,23,53,20,4,13
0.1,50,0,24,3,30,6,5
0.1,50,1,24,4,20,6,5
0.1,50,3,24,6,20,4,5
0.1,50,5,24,8,20,4,5
0.1,50,10,24,13,20,4,7
0.1,50,20,24,23,20,4,13
0.1,50,30,24,33,20,4,13
0.1,50,40,24,43,20,4,13
0.1,50,50,24,53,20,6,13
0.1,50,0,25,3,30,6,5
0.1,50,1,25,4,20,4,5
0.1,50,3,25,6,30,4,7
0.1,50,5,25,8,20,4,5
0.1,50,10,25,13,20,4,5
0.1,50,20,25,23,30,4,13
0.1,50,30,25,33,20,4,13
0.1,50,40,25,43,20,4,13
0.1,50,50,25,53,20,4,13
0.1,50,0,26,3,30,6,5
0.1,50,1,26,4,20,6,5
0.1,50,3,26,6,20,6,5
0.1,50,5,26,8,30,4,5
0.1,50,10,26,13,20,6,5
0.1,50,20,26,23,20,6,13
0.1,50,30,26,33,20,4,13
0.1,50,40,26,43,20,6,13
0.1,50,50,26,53,20,6,13
0.1,50,0,27,3,20,6,5
0.1,50,1,27,4,30,4,5
0.1,50,3,27,6,20,6,5
0.1,50,5,27,8,20,6,9
0.1,50,10,27,13,30,4,13
0.1,50,20,27,23,20,4,13
0.1,50,30,27,33,20,4,13
0.1,50,40,27,43,20,6,13
0.1,50,50,27,53,30,4,13
0.1,50,0,28,3,20,6,5
0.1,50,1,28,4,20,6,7
0.1,50,3,28,5,30,4,7
0.1,50,5,28,8,20,4,7
0.1,50,10,28,13,30,4,13
0.1,50,20,28,23,20,4,13
0.1,50,30,28,33,20,6,13
0.1,50,40,28,43,20,6,13
0.1,50,50,28,53,20,4,13
0.1,50,0,29,3,20,6,5
0.1,50,1,29,4,20,6,7
0.1,50,3,29,5,20,6,5
0.1,50,5,29,8,20,4,11
0.1,50,10,29,13,30,4,7
0.1,50,20,29,23,30,4,13
0.1,50,30,29,33,30,4,13
0.1,50,40,29,43,30,4,13
0.1,50,50,29,53,30,4,13
0.1,50,0,30,3,20,6,5
0.1,50,1,30,4,20,6,5
0.1,50,3,30,6,20,6,5
0.1,50,5,30,8,20,6,11
0.1,50,10,30,13,30,4,11
0.1,50,20,30,23,30,4,13
0.1,50,30,30,33,30,4,13
0.1,50,40,30,43,20,4,13
0.1,50,50,30,40,20,6,13
0.5,10,0,1,2,20,4,5
0.5,10,1,1,4,20,4,9
0.5,10,3,1,2,10,4,7
0.5,10,5,1,2,20,6,9
0.5,10,10,1,2,20,4,11
0.5,10,20,1,2,10,4,13
0.5,10,30,1,2,10,4,13
0.5,10,40,1,2,10,4,13
0.5,10,50,1,2,10,4,13
0.5,10,0,2,3,20,4,5
0.5,10,1,2,2,10,6,5
0.5,10,3,2,2,10,4,5
0.5,10,5,2,3,10,4,7
0.5,10,10,2,2,10,4,5
0.5,10,20,2,2,10,4,13
0.5,10,30,2,9,10,4,11
0.5,10,40,2,22,10,4,11
0.5,10,50,2,2,10,4,13
0.5,10,0,3,2,20,4,5
0.5,10,1,3,2,20,4,5
0.5,10,3,3,2,20,4,5
0.5,10,5,3,2,10,4,5
0.5,10,10,3,2,10,4,5
0.5,10,20,3,2,10,4,13
0.5,10,30,3,2,20,4,13
0.5,10,40,3,2,10,4,13
0.5,10,50,3,14,10,6,11
0.5,10,0,4,2,20,4,5
0.5,10,1,4,2,20,4,5
0.5,10,3,4,2,20,4,7
0.5,10,5,4,2,10,4,5
0.5,10,10,4,2,20,4,7
0.5,10,20,4,2,20,4,9
0.5,10,30,4,2,10,4,7
0.5,10,40,4,2,20,4,9
0.5,10,50,4,2,20,4,13
0.5,10,0,5,2,20,4,13
0.5,10,1,5,2,10,4,13
0.5,10,3,5,2,20,4,5
0.5,10,5,5,2,20,4,7
0.5,10,10,5,2,20,4,9
0.5,10,20,5,2,10,4,13
0.5,10,30,5,2,5,4,13
0.5,10,40,5,2,10,4,13
0.5,10,50,5,2,10,4,13
0.5,10,0,6,2,20,4,5
0.5,10,1,6,2,20,4,5
0.5,10,3,6,2,20,4,5
0.5,10,5,6,2,10,4,5
0.5,10,10,6,2,10,4,11
0.5,10,20,6,2,5,4,5
0.5,10,30,6,2,10,4,13
0.5,10,40,6,2,5,4,13
0.5,10,50,6,2,10,4,13
0.5,10,0,7,2,20,4,5
0.5,10,1,7,2,20,4,5
0.5,10,3,7,2,10,4,5
0.5,10,5,7,2,10,4,5
0.5,10,10,7,2,10,4,7
0.5,10,20,7,2,10,4,11
0.5,10,30,7,2,10,4,13
0.5,10,40,7,2,20,4,9
0.5,10,50,7,2,10,4,7
0.5,10,0,8,2,10,4,13
0.5,10,1,8,2,20,4,13
0.5,10,3,8,2,10,4,13
0.5,10,5,8,2,10,4,13
0.5,10,10,8,2,10,4,7
0.5,10,20,8,7,20,4,13
0.5,10,30,8,2,20,4,11
0.5,10,40,8,12,20,4,9
0.5,10,50,8,14,10,4,13
0.5,10,0,9,2,20,4,5
0.5,10,1,9,2,20,4,13
0.5,10,3,9,2,10,4,13
0.5,10,5,9,2,10,4,7
0.5,10,10,9,2,20,4,5
0.5,10,20,9,2,10,4,9
0.5,10,30,9,2,10,4,13
0.5,10,40,9,2,10,4,13
0.5,10,50,9,2,5,4,13
0.5,10,0,10,2,30,4,5
0.5,10,1,10,2,20,4,5
0.5,10,3,10,2,20,4,7
0.5,10,5,10,2,20,4,7
0.5,10,10,10,4,5,4,9
0.5,10,20,10,2,10,4,13
0.5,10,30,10,2,10,4,13
0.5,10,40,10,2,20,4,13
0.5,10,50,10,2,10,4,13
0.5,10,0,11,2,20,4,5
0.5,10,1,11,3,20,4,5
0.5,10,3,11,5,20,4,5
0.5,10,5,11,3,10,4,7
0.5,10,10,11,2,20,4,7
0.5,10,20,11,17,10,4,13
0.5,10,30,11,9,10,4,13
0.5,10,40,11,2,20,4,7
0.5,10,50,11,14,5,4,13
0.5,10,0,12,2,20,4,5
0.5,10,1,12,2,20,4,5
0.5,10,3,12,2,10,4,7
0.5,10,5,12,2,20,4,5
0.5,10,10,12,2,5,4,5
0.5,10,20,12,2,5,4,13
0.5,10,30,12,2,10,4,13
0.5,10,40,12,2,10,4,7
0.5,10,50,12,2,10,4,7
0.5,10,0,13,2,20,4,13
0.5,10,1,13,2,10,4,13
0.5,10,3,13,2,10,6,13
0.5,10,5,13,2,20,4,13
0.5,10,10,13,2,10,4,7
0.5,10,20,13,2,10,4,9
0.5,10,30,13,2,10,4,13
0.5,10,40,13,2,10,4,13
0.5,10,50,13,2,10,4,13
0.5,10,0,14,2,20,4,5
0.5,10,1,14,2,10,6,13
0.5,10,3,14,2,20,4,13
0.5,10,5,14,6,20,4,13
0.5,10,10,14,2,10,4,13
0.5,10,20,14,2,20,4,13
0.5,10,30,14,2,20,4,13
0.5,10,40,14,2,10,4,13
0.5,10,50,14,2,10,4,13
0.5,10,0,15,3,20,4,5
0.5,10,1,15,3,20,4,5
0.5,10,3,15,2,10,6,9
0.5,10,5,15,8,10,6,5
0.5,10,10,15,10,10,4,5
0.5,10,20,15,2,10,4,13
0.5,10,30,15,17,10,4,13
0.5,10,40,15,2,10,4,13
0.5,10,50,15,14,20,4,13
0.5,10,0,16,2,20,4,5
0.5,10,1,16,2,10,6,13
0.5,10,3,16,2,10,4,5
0.5,10,5,16,2,20,4,5
0.5,10,10,16,4,10,6,7
0.5,10,20,16,2,10,4,7
0.5,10,30,16,2,20,4,13
0.5,10,40,16,2,10,4,13
0.5,10,50,16,2,10,4,13
0.5,10,0,17,2,20,4,5
0.5,10,1,17,2,10,4,13
0.5,10,3,17,2,20,4,13
0.5,10,5,17,2,20,4,11
0.5,10,10,17,2,10,4,13
0.5,10,20,17,2,20,4,13
0.5,10,30,17,2,10,4,13
0.5,10,40,17,12,10,4,13
0.5,10,50,17,53,10,4,13
0.5,10,0,18,2,10,4,13
0.5,10,1,18,2,5,4,13
0.5,10,3,18,2,5,4,13
0.5,10,5,18,2,10,4,13
0.5,10,10,18,2,10,6,7
0.5,10,20,18,2,10,6,5
0.5,10,30,18,2,10,4,13
0.5,10,40,18,2,10,6,5
0.5,10,50,18,2,20,4,7
0.5,10,0,19,2,20,4,9
0.5,10,1,19,2,20,4,5
0.5,10,3,19,2,20,4,13
0.5,10,5,19,2,10,6,13
0.5,10,10,19,2,5,4,7
0.5,10,20,19,2,10,4,7
0.5,10,30,19,2,5,4,11
0.5,10,40,19,2,10,4,9
0.5,10,50,19,2,5,4,9
0.5,10,0,20,2,10,4,5
0.5,10,1,20,2,20,4,5
0.5,10,3,20,2,10,4,5
0.5,10,5,20,5,10,4,9
0.5,10,10,20,2,10,4,13
0.5,10,20,20,2,10,4,13
0.5,10,30,20,2,10,4,13
0.5,10,40,20,32,5,4,13
0.5,10,50,20,2,10,4,13
0.5,10,0,21,2,20,4,5
0.5,10,1,21,2,10,4,9
0.5,10,3,21,3,20,4,5
0.5,10,5,21,2,20,4,7
0.5,10,10,21,10,20,4,13
0.5,10,20,21,17,10,4,13
0.5,10,30,21,17,10,4,13
0.5,10,40,21,22,10,4,13
0.5,10,50,21,14,10,4,13
