main_to_int,n_substrates,n_extra_vars,iteration,mtry,nrounds,max_depth,k
0.5,10,0,22,2,30,4,5
0.5,10,1,22,2,10,4,13
0.5,10,3,22,2,5,4,5
0.5,10,5,22,2,10,4,5
0.5,10,10,22,2,20,4,5
0.5,10,20,22,2,10,4,5
0.5,10,30,22,2,10,4,13
0.5,10,40,22,2,20,4,5
0.5,10,50,22,2,3,4,13
0.5,10,0,23,2,20,4,5
0.5,10,1,23,2,20,4,13
0.5,10,3,23,2,20,4,13
0.5,10,5,23,2,5,4,7
0.5,10,10,23,2,5,4,13
0.5,10,20,23,2,10,4,13
0.5,10,30,23,2,10,4,13
0.5,10,40,23,2,5,4,9
0.5,10,50,23,2,10,4,13
0.5,10,0,24,2,20,4,13
0.5,10,1,24,2,5,4,9
0.5,10,3,24,2,5,6,9
0.5,10,5,24,2,10,6,7
0.5,10,10,24,2,20,4,7
0.5,10,20,24,2,10,4,13
0.5,10,30,24,2,10,4,13
0.5,10,40,24,22,10,4,13
0.5,10,50,24,27,10,4,13
0.5,10,0,25,2,20,4,13
0.5,10,1,25,2,10,4,5
0.5,10,3,25,2,20,4,7
0.5,10,5,25,3,10,4,13
0.5,10,10,25,7,5,4,7
0.5,10,20,25,7,20,4,13
0.5,10,30,25,25,20,4,13
0.5,10,40,25,22,5,4,9
0.5,10,50,25,14,10,6,13
0.5,10,0,26,2,20,4,13
0.5,10,1,26,2,20,4,5
0.5,10,3,26,2,20,4,5
0.5,10,5,26,2,10,4,7
0.5,10,10,26,4,10,4,5
0.5,10,20,26,2,20,4,13
0.5,10,30,26,2,20,4,13
0.5,10,40,26,2,20,4,13
0.5,10,50,26,2,10,4,7
0.5,10,0,27,2,20,4,13
0.5,10,1,27,2,10,4,5
0.5,10,3,27,5,10,4,11
0.5,10,5,27,5,10,4,9
0.5,10,10,27,2,10,4,11
0.5,10,20,27,7,10,4,13
0.5,10,30,27,9,20,4,13
0.5,10,40,27,2,10,4,13
0.5,10,50,27,14,10,6,13
0.5,10,0,28,3,20,4,5
0.5,10,1,28,2,10,4,13
0.5,10,3,28,2,10,4,11
0.5,10,5,28,3,10,4,7
0.5,10,10,28,2,20,4,13
0.5,10,20,28,2,20,4,13
0.5,10,30,28,2,10,4,13
0.5,10,40,28,12,10,4,13
0.5,10,50,28,14,10,4,13
0.5,10,0,29,3,20,4,5
0.5,10,1,29,2,20,4,13
0.5,10,3,29,2,10,4,13
0.5,10,5,29,2,10,4,7
0.5,10,10,29,2,10,4,9
0.5,10,20,29,2,10,4,7
0.5,10,30,29,2,20,4,11
0.5,10,40,29,2,10,4,13
0.5,10,50,29,14,20,4,11
0.5,10,0,30,2,20,4,13
0.5,10,1,30,3,10,4,11
0.5,10,3,30,2,10,4,13
0.5,10,5,30,5,10,4,9
0.5,10,10,30,7,10,4,13
0.5,10,20,30,12,20,4,13
0.5,10,30,30,33,10,4,13
0.5,10,40,30,22,10,4,13
0.5,10,50,30,27,10,4,13
0.5,20,0,1,3,50,4,5
0.5,20,1,1,3,30,4,5
0.5,20,3,1,4,20,4,13
0.5,20,5,1,2,20,4,13
0.5,20,10,1,4,20,4,11
0.5,20,20,1,7,20,4,13
0.5,20,30,1,2,20,4,13
0.5,20,40,1,22,20,4,13
0.5,20,50,1,14,20,4,13
0.5,20,0,2,3,30,4,5
0.5,20,1,2,2,20,4,7
0.5,20,3,2,2,30,4,7
0.5,20,5,2,2,20,4,9
0.5,20,10,2,2,20,4,13
0.5,20,20,2,7,20,4,9
0.5,20,30,2,25,10,4,9
0.5,20,40,2,22,20,4,13
0.5,20,50,2,27,10,4,13
0.5,20,0,3,3,50,4,5
0.5,20,1,3,3,30,4,5
0.5,20,3,3,5,30,4,13
0.5,20,5,3,3,30,4,11
0.5,20,10,3,4,20,4,13
0.5,20,20,3,7,20,4,13
0.5,20,30,3,2,20,4,13
0.5,20,40,3,22,10,6,13
0.5,20,50,3,27,20,4,13
0.5,20,0,4,2,50,4,5
0.5,20,1,4,3,20,4,5
0.5,20,3,4,4,20,4,7
0.5,20,5,4,8,20,4,11
0.5,20,10,4,7,20,4,13
0.5,20,20,4,7,20,4,13
0.5,20,30,4,17,20,4,13
0.5,20,40,4,22,10,4,13
0.5,20,50,4,27,10,6,13
0.5,20,0,5,3,30,4,5
0.5,20,1,5,4,20,4,5
0.5,20,3,5,5,20,4,9
0.5,20,5,5,6,20,4,5
0.5,20,10,5,10,20,4,11
0.5,20,20,5,12,20,4,13
0.5,20,30,5,25,20,4,13
0.5,20,40,5,32,20,4,13
0.5,20,50,5,27,20,4,11
0.5,20,0,6,3,30,4,7
0.5,20,1,6,2,30,4,5
0.5,20,3,6,4,30,4,5
0.5,20,5,6,8,30,4,7
0.5,20,10,6,7,20,4,7
0.5,20,20,6,7,20,4,9
0.5,20,30,6,17,20,4,13
0.5,20,40,6,12,20,4,11
0.5,20,50,6,27,20,4,13
0.5,20,0,7,3,20,4,5
0.5,20,1,7,3,20,6,5
0.5,20,3,7,5,20,4,5
0.5,20,5,7,8,20,4,9
0.5,20,10,7,10,10,6,5
0.5,20,20,7,17,20,4,9
0.5,20,30,7,17,20,4,13
0.5,20,40,7,43,20,4,13
0.5,20,50,7,40,20,4,13
0.5,20,0,8,3,30,4,5
0.5,20,1,8,3,30,6,5
0.5,20,3,8,4,20,4,5
0.5,20,5,8,6,20,4,7
0.5,20,10,8,10,20,4,9
0.5,20,20,8,12,20,4,11
0.5,20,30,8,33,20,4,9
0.5,20,40,8,22,10,6,9
0.5,20,50,8,27,20,4,11
0.5,20,0,9,3,50,4,5
0.5,20,1,9,3,30,4,5
0.5,20,3,9,6,30,4,5
0.5,20,5,9,5,30,4,7
0.5,20,10,9,10,10,6,9
0.5,20,20,9,17,20,4,7
0.5,20,30,9,33,20,4,13
0.5,20,40,9,32,20,4,13
0.5,20,50,9,27,10,6,13
0.5,20,0,10,3,30,4,5
0.5,20,1,10,3,20,4,7
0.5,20,3,10,5,20,4,7
0.5,20,5,10,8,10,4,5
0.5,20,10,10,13,20,4,9
0.5,20,20,10,23,20,4,13
0.5,20,30,10,33,10,6,13
0.5,20,40,10,32,10,4,13
0.5,20,50,10,27,10,4,13
0.5,20,0,11,2,30,4,7
0.5,20,1,11,4,30,4,7
0.5,20,3,11,6,50,4,9
0.5,20,5,11,2,20,6,13
0.5,20,10,11,2,10,4,7
0.5,20,20,11,2,20,6,13
0.5,20,30,11,2,10,4,13
0.5,20,40,11,2,20,4,13
0.5,20,50,11,27,10,6,13
0.5,20,0,12,3,30,4,5
0.5,20,1,12,4,30,4,7
0.5,20,3,12,6,30,4,7
0.5,20,5,12,8,20,4,9
0.5,20,10,12,10,20,4,7
0.5,20,20,12,7,20,4,13
0.5,20,30,12,25,20,4,13
0.5,20,40,12,12,20,4,13
0.5,20,50,12,27,20,4,13
0.5,20,0,13,3,50,4,7
0.5,20,1,13,2,30,4,5
0.5,20,3,13,2,20,4,7
0.5,20,5,13,2,30,4,7
0.5,20,10,13,2,30,4,7
0.5,20,20,13,2,20,4,13
0.5,20,30,13,25,10,6,13
0.5,20,40,13,12,20,6,13
0.5,20,50,13,14,10,6,13
0.5,20,0,14,3,30,4,5
0.5,20,1,14,2,30,4,5
0.5,20,3,14,3,20,4,9
0.5,20,5,14,6,30,4,13
0.5,20,10,14,4,20,4,9
0.5,20,20,14,12,20,4,13
0.5,20,30,14,17,30,4,13
0.5,20,40,14,22,10,6,13
0.5,20,50,14,27,20,4,13
0.5,20,0,15,3,50,4,5
0.5,20,1,15,2,30,4,5
0.5,20,3,15,4,30,4,5
0.5,20,5,15,2,20,4,7
0.5,20,10,15,10,20,4,13
0.5,20,20,15,12,20,4,13
0.5,20,30,15,9,20,6,13
0.5,20,40,15,12,20,4,13
0.5,20,50,15,27,20,4,13
0.5,20,0,16,3,30,4,5
0.5,20,1,16,4,20,4,7
0.5,20,3,16,2,20,4,9
0.5,20,5,16,2,20,4,7
0.5,20,10,16,2,30,4,11
0.5,20,20,16,12,20,4,13
0.5,20,30,16,2,20,4,13
0.5,20,40,16,2,20,4,13
0.5,20,50,16,40,20,4,13
0.5,20,0,17,3,30,4,5
0.5,20,1,17,2,30,4,5
0.5,20,3,17,5,30,4,7
0.5,20,5,17,6,30,4,9
0.5,20,10,17,4,30,4,13
0.5,20,20,17,17,20,4,13
0.5,20,30,17,17,20,4,13
0.5,20,40,17,2,30,4,13
0.5,20,50,17,27,20,4,13
0.5,20,0,18,2,20,4,5
0.5,20,1,18,3,30,4,9
0.5,20,3,18,2,30,4,7
0.5,20,5,18,5,20,4,5
0.5,20,10,18,10,20,6,9
0.5,20,20,18,7,30,4,13
0.5,20,30,18,9,30,4,13
0.5,20,40,18,32,20,4,13
0.5,20,50,18,2,20,4,13
0.5,20,0,19,3,30,4,5
0.5,20,1,19,3,30,4,5
0.5,20,3,19,3,20,4,13
0.5,20,5,19,8,20,4,5
0.5,20,10,19,2,20,4,7
0.5,20,20,19,12,30,4,13
0.5,20,30,19,25,20,4,13
0.5,20,40,19,2,20,4,13
0.5,20,50,19,2,20,6,13
0.5,20,0,20,2,30,4,5
0.5,20,1,20,3,20,4,5
0.5,20,3,20,5,20,6,9
0.5,20,5,20,8,30,4,13
0.5,20,10,20,13,10,6,11
0.5,20,20,20,12,20,4,7
0.5,20,30,20,25,20,4,13
0.5,20,40,20,22,20,4,13
0.5,20,50,20,27,20,4,9
0.5,20,0,21,3,50,4,5
0.5,20,1,21,4,30,4,5
0.5,20,3,21,5,20,4,5
0.5,20,5,21,6,10,6,11
0.5,20,10,21,10,10,4,7
0.5,20,20,21,12,10,4,13
0.5,20,30,21,25,10,6,13
0.5,20,40,21,22,10,6,13
0.5,20,50,21,14,10,6,13
0.5,20,0,22,3,50,4,7
0.5,20,1,22,2,30,4,7
0.5,20,3,22,2,20,4,5
0.5,20,5,22,2,30,4,11
0.5,20,10,22,2,30,4,7
0.5,20,20,22,2,10,6,11
0.5,20,30,22,2,20,4,7
0.5,20,40,22,2,20,4,13
0.5,20,50,22,2,10,6,13
0.5,20,0,23,3,20,4,5
0.5,20,1,23,3,30,4,7
0.5,20,3,23,2,20,4,7
0.5,20,5,23,3,30,4,7
0.5,20,10,23,10,10,6,13
0.5,20,20,23,17,10,6,13
0.5,20,30,23,9,20,4,13
0.5,20,40,23,22,20,4,13
0.5,20,50,23,2,20,4,13
0.5,20,0,24,2,30,4,7
0.5,20,1,24,3,30,4,11
0.5,20,3,24,4,10,4,13
0.5,20,5,24,5,20,4,9
0.5,20,10,24,7,20,4,13
0.5,20,20,24,7,20,4,13
0.5,20,30,24,9,10,4,13
0.5,20,40,24,32,10,6,11
0.5,20,50,24,27,10,4,13
0.5,20,0,25,2,20,4,5
0.5,20,1,25,2,20,4,7
0.5,20,3,25,4,20,6,7
0.5,20,5,25,3,30,4,9
0.5,20,10,25,2,30,4,5
0.5,20,20,25,17,20,4,9
0.5,20,30,25,25,10,4,11
0.5,20,40,25,2,20,4,13
0.5,20,50,25,2,20,4,13
0.5,20,0,26,2,50,4,5
0.5,20,1,26,4,30,4,5
0.5,20,3,26,3,20,6,7
0.5,20,5,26,2,30,4,5
0.5,20,10,26,2,10,6,5
0.5,20,20,26,12,20,4,9
0.5,20,30,26,9,20,4,13
0.5,20,40,26,22,20,4,13
0.5,20,50,26,2,20,4,13
0.5,20,0,27,3,30,4,5
0.5,20,1,27,4,30,4,7
0.5,20,3,27,2,20,6,7
0.5,20,5,27,5,20,4,9
0.5,20,10,27,10,20,4,11
0.5,20,20,27,2,20,4,13
0.5,20,30,27,2,20,4,13
0.5,20,40,27,12,10,6,13
0.5,20,50,27,2,20,4,13
0.5,20,0,28,2,30,4,5
0.5,20,1,28,2,20,6,5
0.5,20,3,28,2,30,4,5
0.5,20,5,28,6,30,4,7
0.5,20,10,28,4,20,4,5
0.5,20,20,28,12,20,4,13
0.5,20,30,28,2,20,4,9
0.5,20,40,28,2,20,4,13
0.5,20,50,28,2,20,4,13
0.5,20,0,29,3,30,4,5
0.5,20,1,29,4,20,6,5
0.5,20,3,29,3,20,6,5
0.5,20,5,29,8,30,4,5
0.5,20,10,29,7,20,4,11
0.5,20,20,29,17,20,4,13
0.5,20,30,29,17,20,4,13
0.5,20,40,29,12,20,4,13
0.5,20,50,29,14,20,4,13
0.5,20,0,30,2,20,4,5
0.5,20,1,30,2,20,4,13
0.5,20,3,30,3,20,4,13
0.5,20,5,30,6,10,4,13
0.5,20,10,30,2,20,4,13
0.5,20,20,30,7,10,4,13
0.5,20,30,30,17,10,4,13
0.5,20,40,30,12,10,6,13
0.5,20,50,30,14,10,6,13
0.5,30,0,1,2,50,4,9
0.5,30,1,1,3,30,6,9
0.5,30,3,1,4,30,4,7
0.5,30,5,1,5,30,4,9
0.5,30,10,1,7,20,6,5
0.5,30,20,1,12,20,6,9
0.5,30,30,1,17,20,4,9
0.5,30,40,1,22,20,4,11
0.5,30,50,1,27,30,4,13
0.5,30,0,2,3,50,4,11
0.5,30,1,2,3,30,4,7
0.5,30,3,2,6,30,4,7
0.5,30,5,2,6,30,4,7
0.5,30,10,2,13,20,4,5
0.5,30,20,2,12,20,4,13
0.5,30,30,2,25,30,4,13
0.5,30,40,2,22,20,6,13
0.5,30,50,2,27,20,6,13
0.5,30,0,3,3,50,4,7
0.5,30,1,3,3,50,4,9
0.5,30,3,3,5,30,4,13
0.5,30,5,3,8,30,4,13
0.5,30,10,3,4,30,4,5
0.5,30,20,3,17,30,4,13
0.5,30,30,3,17,30,4,13
0.5,30,40,3,12,10,6,13
0.5,30,50,3,27,10,6,13
0.5,30,0,4,3,50,4,5
0.5,30,1,4,4,30,4,7
0.5,30,3,4,5,20,6,5
0.5,30,5,4,6,20,4,7
0.5,30,10,4,10,20,4,5
0.5,30,20,4,23,20,6,13
0.5,30,30,4,17,20,4,13
0.5,30,40,4,32,20,6,13
0.5,30,50,4,40,20,4,13
0.5,30,0,5,3,50,4,7
0.5,30,1,5,4,50,4,7
0.5,30,3,5,5,30,4,11
0.5,30,5,5,6,30,4,7
0.5,30,10,5,13,30,4,5
0.5,30,20,5,23,30,4,13
0.5,30,30,5,17,30,4,13
0.5,30,40,5,22,20,4,13
0.5,30,50,5,14,20,6,13
0.5,30,0,6,2,50,4,5
0.5,30,1,6,4,50,4,9
0.5,30,3,6,6,30,4,7
0.5,30,5,6,6,20,4,9
0.5,30,10,6,10,30,4,13
0.5,30,20,6,12,30,4,13
0.5,30,30,6,25,30,4,13
0.5,30,40,6,22,10,6,13
0.5,30,50,6,40,30,4,13
0.5,30,0,7,3,50,4,5
0.5,30,1,7,4,30,4,5
0.5,30,3,7,5,30,4,7
0.5,30,5,7,6,30,4,5
0.5,30,10,7,13,20,4,13
0.5,30,20,7,17,20,4,13
0.5,30,30,7,33,20,4,13
0.5,30,40,7,32,20,6,13
0.5,30,50,7,27,30,4,13
0.5,30,0,8,2,50,4,11
0.5,30,1,8,2,50,4,7
0.5,30,3,8,4,30,4,7
0.5,30,5,8,5,20,6,13
0.5,30,10,8,10,30,4,7
0.5,30,20,8,23,20,6,13
0.5,30,30,8,25,30,4,13
0.5,30,40,8,43,30,4,13
0.5,30,50,8,14,30,4,13
0.5,30,0,9,3,50,4,7
0.5,30,1,9,3,30,4,5
0.5,30,3,9,5,50,4,9
0.5,30,5,9,8,30,4,13
0.5,30,10,9,10,30,4,11
0.5,30,20,9,23,30,4,5
0.5,30,30,9,25,20,4,13
0.5,30,40,9,22,30,4,5
0.5,30,50,9,40,20,4,13
0.5,30,0,10,3,50,4,9
0.5,30,1,10,3,30,4,9
0.5,30,3,10,5,50,4,7
0.5,30,5,10,5,30,4,13
0.5,30,10,10,10,30,4,9
0.5,30,20,10,7,20,6,13
0.5,30,30,10,25,30,4,9
0.5,30,40,10,22,20,4,13
0.5,30,50,10,27,30,4,13
0.5,30,0,11,3,30,6,7
0.5,30,1,11,4,50,4,5
0.5,30,3,11,5,30,4,7
0.5,30,5,11,6,30,4,13
0.5,30,10,11,10,30,4,11
0.5,30,20,11,12,30,4,13
0.5,30,30,11,17,20,4,13
0.5,30,40,11,22,20,4,13
0.5,30,50,11,40,20,4,13
0.5,30,0,12,3,50,4,5
0.5,30,1,12,4,30,4,7
0.5,30,3,12,6,30,4,9
0.5,30,5,12,8,30,4,13
0.5,30,10,12,10,30,4,7
0.5,30,20,12,17,20,4,13
0.5,30,30,12,33,20,4,13
0.5,30,40,12,22,20,4,13
0.5,30,50,12,27,20,4,13
0.5,30,0,13,3,50,4,9
0.5,30,1,13,3,20,6,7
0.5,30,3,13,6,20,4,7
0.5,30,5,13,6,20,4,7
0.5,30,10,13,13,20,4,5
0.5,30,20,13,17,20,6,11
0.5,30,30,13,17,10,6,13
0.5,30,40,13,43,20,6,11
0.5,30,50,13,27,20,4,13
0.5,30,0,14,3,50,4,9
0.5,30,1,14,4,30,4,5
0.5,30,3,14,4,30,4,7
0.5,30,5,14,8,20,4,11
0.5,30,10,14,10,30,4,11
0.5,30,20,14,23,20,6,13
0.5,30,30,14,17,20,6,13
0.5,30,40,14,32,20,4,13
0.5,30,50,14,53,20,4,13
0.5,30,0,15,3,30,4,5
0.5,30,1,15,4,30,4,5
0.5,30,3,15,5,30,4,7
0.5,30,5,15,5,30,4,5
0.5,30,10,15,7,30,4,5
0.5,30,20,15,17,20,4,13
0.5,30,30,15,25,30,4,13
0.5,30,40,15,12,20,6,13
0.5,30,50,15,53,30,4,13
0.5,30,0,16,3,30,4,5
0.5,30,1,16,2,50,4,7
0.5,30,3,16,4,30,4,9
0.5,30,5,16,6,20,4,13
0.5,30,10,16,7,20,4,9
0.5,30,20,16,12,20,4,13
0.5,30,30,16,25,20,4,13
0.5,30,40,16,43,20,4,13
0.5,30,50,16,40,30,4,13
0.5,30,0,17,3,50,4,7
0.5,30,1,17,3,30,4,7
0.5,30,3,17,5,50,4,9
0.5,30,5,17,8,30,4,5
0.5,30,10,17,13,20,4,9
0.5,30,20,17,12,20,6,13
0.5,30,30,17,17,30,4,13
0.5,30,40,17,22,30,4,9
0.5,30,50,17,53,30,4,13
0.5,30,0,18,3,50,4,7
0.5,30,1,18,4,30,4,9
0.5,30,3,18,4,20,6,9
0.5,30,5,18,8,20,4,9
0.5,30,10,18,10,20,4,11
0.5,30,20,18,17,20,4,13
0.5,30,30,18,25,30,4,13
0.5,30,40,18,32,20,4,7
0.5,30,50,18,40,20,4,13
0.5,30,0,19,3,30,4,5
0.5,30,1,19,4,50,4,7
0.5,30,3,19,5,30,4,5
0.5,30,5,19,5,30,4,7
0.5,30,10,19,10,30,4,7
0.5,30,20,19,17,20,4,13
0.5,30,30,19,17,20,4,13
0.5,30,40,19,32,20,6,13
0.5,30,50,19,40,20,4,7
0.5,30,0,20,3,30,4,9
0.5,30,1,20,3,30,4,5
0.5,30,3,20,3,30,4,7
0.5,30,5,20,6,30,4,9
0.5,30,10,20,13,20,6,9
0.5,30,20,20,23,20,6,13
0.5,30,30,20,25,20,4,13
0.5,30,40,20,32,20,4,13
0.5,30,50,20,53,20,4,13
0.5,30,0,21,3,50,4,9
0.5,30,1,21,3,30,4,7
0.5,30,3,21,6,50,4,5
0.5,30,5,21,5,20,4,5
0.5,30,10,21,13,30,4,5
0.5,30,20,21,17,30,4,11
0.5,30,30,21,25,30,4,9
0.5,30,40,21,22,20,6,13
0.5,30,50,21,53,20,4,13
0.5,30,0,22,3,50,4,5
0.5,30,1,22,2,50,4,5
0.5,30,3,22,4,30,4,9
0.5,30,5,22,8,30,4,5
0.5,30,10,22,13,20,4,9
0.5,30,20,22,12,20,6,11
0.5,30,30,22,25,20,4,13
0.5,30,40,22,32,20,6,13
0.5,30,50,22,27,20,4,13
0.5,30,0,23,3,50,4,9
0.5,30,1,23,2,50,4,5
0.5,30,3,23,4,30,4,5
0.5,30,5,23,5,30,4,13
0.5,30,10,23,13,30,4,11
0.5,30,20,23,12,30,4,13
0.5,30,30,23,17,20,6,13
0.5,30,40,23,22,30,4,13
0.5,30,50,23,40,30,4,13
0.5,30,0,24,3,50,4,9
0.5,30,1,24,4,30,4,7
0.5,30,3,24,4,30,4,9
0.5,30,5,24,5,30,4,5
0.5,30,10,24,10,30,4,13
0.5,30,20,24,17,20,4,13
0.5,30,30,24,25,10,6,13
0.5,30,40,24,43,20,6,13
0.5,30,50,24,27,10,6,13
0.5,30,0,25,3,30,4,5
0.5,30,1,25,3,30,4,11
0.5,30,3,25,5,30,4,13
0.5,30,5,25,5,20,6,9
0.5,30,10,25,13,20,4,13
0.5,30,20,25,7,20,4,13
0.5,30,30,25,33,20,4,13
0.5,30,40,25,2,20,4,13
0.5,30,50,25,27,20,4,13
0.5,30,0,26,3,50,4,7
0.5,30,1,26,4,30,4,7
0.5,30,3,26,5,30,4,9
0.5,30,5,26,8,30,4,9
0.5,30,10,26,13,30,4,9
0.5,30,20,26,17,30,4,13
0.5,30,30,26,17,20,4,13
0.5,30,40,26,32,20,4,13
0.5,30,50,26,27,20,4,13
0.5,30,0,27,2,50,4,9
0.5,30,1,27,4,30,4,7
0.5,30,3,27,5,30,4,5
0.5,30,5,27,8,20,6,9
0.5,30,10,27,10,20,6,13
0.5,30,20,27,12,20,4,13
0.5,30,30,27,17,20,4,13
0.5,30,40,27,43,20,6,13
0.5,30,50,27,40,10,6,7
0.5,30,0,28,3,50,4,9
0.5,30,1,28,3,20,6,5
0.5,30,3,28,5,20,6,13
0.5,30,5,28,6,20,6,9
0.5,30,10,28,13,30,4,9
0.5,30,20,28,12,20,4,11
0.5,30,30,28,33,20,4,13
0.5,30,40,28,22,30,4,13
0.5,30,50,28,40,20,4,13
0.5,30,0,29,2,30,4,9
0.5,30,1,29,3,30,4,5
0.5,30,3,29,4,20,4,11
0.5,30,5,29,5,20,4,7
0.5,30,10,29,10,20,4,5
0.5,30,20,29,17,20,4,13
0.5,30,30,29,25,20,4,13
0.5,30,40,29,22,20,6,7
0.5,30,50,29,14,20,6,11
0.5,30,0,30,3,50,4,7
0.5,30,1,30,3,30,4,5
0.5,30,3,30,4,30,4,5
0.5,30,5,30,8,20,4,9
0.5,30,10,30,10,30,4,5
0.5,30,20,30,12,20,4,13
0.5,30,30,30,17,20,4,13
0.5,30,40,30,22,20,4,13
0.5,30,50,30,27,20,4,11
0.5,40,0,1,3,50,4,13
0.5,40,1,1,4,50,4,7
0.5,40,3,1,5,30,4,9
0.5,40,5,1,8,30,4,9
0.5,40,10,1,10,30,4,11
0.5,40,20,1,17,30,4,11
0.5,40,30,1,25,20,6,13
0.5,40,40,1,22,20,6,13
0.5,40,50,1,27,30,4,13
0.5,40,0,2,3,50,4,9
0.5,40,1,2,4,30,4,7
0.5,40,3,2,5,30,4,13
0.5,40,5,2,5,30,4,13
0.5,40,10,2,2,30,4,11
0.5,40,20,2,17,30,4,13
0.5,40,30,2,17,20,6,13
0.5,40,40,2,22,20,6,13
0.5,40,50,2,40,30,4,13
0.5,40,0,3,3,50,4,5
0.5,40,1,3,3,50,4,5
0.5,40,3,3,5,30,4,7
0.5,40,5,3,8,30,4,13
0.5,40,10,3,10,30,4,9
0.5,40,20,3,17,20,6,13
0.5,40,30,3,33,20,4,13
0.5,40,40,3,32,20,4,13
0.5,40,50,3,40,20,4,13
0.5,40,0,4,3,50,4,7
0.5,40,1,4,4,50,4,7
0.5,40,3,4,5,30,4,7
0.5,40,5,4,6,30,4,9
0.5,40,10,4,10,50,4,13
0.5,40,20,4,23,30,4,13
0.5,40,30,4,33,20,6,13
0.5,40,40,4,43,30,4,13
0.5,40,50,4,40,20,6,13
0.5,40,0,5,3,50,4,7
0.5,40,1,5,3,50,4,9
0.5,40,3,5,4,30,6,5
0.5,40,5,5,5,50,4,5
0.5,40,10,5,7,30,4,5
0.5,40,20,5,17,30,4,13
0.5,40,30,5,33,30,4,13
0.5,40,40,5,32,20,4,13
0.5,40,50,5,40,30,4,9
0.5,40,0,6,3,50,4,9
0.5,40,1,6,4,50,4,5
0.5,40,3,6,4,50,4,5
0.5,40,5,6,8,30,4,11
0.5,40,10,6,10,20,6,13
0.5,40,20,6,17,30,4,13
0.5,40,30,6,25,20,4,13
0.5,40,40,6,32,20,4,13
0.5,40,50,6,53,20,6,13
0.5,40,0,7,3,30,6,5
0.5,40,1,7,4,30,4,7
0.5,40,3,7,6,30,4,5
0.5,40,5,7,6,30,4,7
0.5,40,10,7,10,30,4,11
0.5,40,20,7,23,30,4,13
0.5,40,30,7,25,30,4,13
0.5,40,40,7,43,20,6,13
0.5,40,50,7,53,20,6,13
0.5,40,0,8,3,50,4,11
0.5,40,1,8,4,50,4,5
0.5,40,3,8,6,50,4,5
0.5,40,5,8,8,30,4,7
0.5,40,10,8,10,30,4,11
0.5,40,20,8,23,30,4,13
0.5,40,30,8,25,20,6,13
0.5,40,40,8,22,30,4,13
0.5,40,50,8,40,20,6,13
0.5,40,0,9,3,50,4,7
0.5,40,1,9,2,50,4,9
0.5,40,3,9,4,30,4,11
0.5,40,5,9,5,30,6,11
0.5,40,10,9,10,30,4,11
0.5,40,20,9,23,30,4,11
0.5,40,30,9,25,30,4,7
0.5,40,40,9,12,30,4,13
0.5,40,50,9,53,30,4,13
0.5,40,0,10,3,50,4,7
0.5,40,1,10,4,50,4,7
0.5,40,3,10,5,50,4,5
0.5,40,5,10,8,30,4,9
0.5,40,10,10,10,50,4,11
0.5,40,20,10,23,30,4,13
0.5,40,30,10,17,30,4,13
0.5,40,40,10,22,30,4,13
0.5,40,50,10,40,30,4,13
0.5,40,0,11,3,50,4,5
0.5,40,1,11,3,30,4,9
0.5,40,3,11,4,30,4,7
0.5,40,5,11,6,50,4,7
0.5,40,10,11,7,30,4,5
0.5,40,20,11,17,30,4,13
0.5,40,30,11,17,30,4,7
0.5,40,40,11,32,20,6,13
0.5,40,50,11,27,30,4,13
0.5,40,0,12,3,50,4,5
0.5,40,1,12,4,50,4,7
0.5,40,3,12,6,50,4,7
0.5,40,5,12,5,30,4,7
0.5,40,10,12,10,20,6,5
0.5,40,20,12,17,30,4,13
0.5,40,30,12,25,20,6,13
0.5,40,40,12,32,30,4,13
0.5,40,50,12,40,20,4,13
0.5,40,0,13,3,50,4,11
0.5,40,1,13,2,30,6,7
0.5,40,3,13,6,30,4,5
0.5,40,5,13,8,30,4,9
0.5,40,10,13,10,30,4,13
0.5,40,20,13,17,30,4,13
0.5,40,30,13,17,30,4,9
0.5,40,40,13,32,20,4,13
0.5,40,50,13,40,30,4,13
0.5,40,0,14,3,50,4,7
0.5,40,1,14,4,50,4,7
0.5,40,3,14,5,30,4,9
0.5,40,5,14,8,30,4,9
0.5,40,10,14,13,30,4,11
0.5,40,20,14,17,20,6,13
0.5,40,30,14,25,30,4,13
0.5,40,40,14,43,20,4,13
0.5,40,50,14,27,20,4,13
0.5,40,0,15,3,50,4,7
0.5,40,1,15,4,50,4,7
0.5,40,3,15,5,30,6,13
0.5,40,5,15,8,30,4,9
0.5,40,10,15,10,30,4,5
0.5,40,20,15,17,30,4,13
0.5,40,30,15,25,30,4,5
0.5,40,40,15,22,30,4,13
0.5,40,50,15,40,30,4,13
0.5,40,0,16,3,50,4,9
0.5,40,1,16,4,30,4,7
0.5,40,3,16,5,50,4,7
0.5,40,5,16,8,30,4,11
0.5,40,10,16,13,30,4,5
0.5,40,20,16,17,20,6,13
0.5,40,30,16,17,20,6,13
0.5,40,40,16,32,30,4,13
0.5,40,50,16,40,30,4,13
0.5,40,0,17,3,50,4,13
0.5,40,1,17,4,50,4,5
0.5,40,3,17,5,30,4,11
0.5,40,5,17,8,30,4,5
0.5,40,10,17,10,30,4,7
0.5,40,20,17,23,30,4,13
0.5,40,30,17,33,30,4,13
0.5,40,40,17,22,20,6,13
0.5,40,50,17,40,30,4,13
0.5,40,0,18,3,50,4,5
